fid,OBJECTID,DAMAGE_AREA_ID,CREATED_DATE,MODIFIED_DATE,FEATURE_USER_ID,OBSERVATION_USER_ID,REGION_ID,LABEL,HOST_CODE,HOST,HOST_GROUP_CODE,HOST_GROUP,DCA_CODE,DCA_COMMON_NAME,DAMAGE_TYPE_CODE,DAMAGE_TYPE,PERCENT_AFFECTED_CODE,PERCENT_AFFECTED,PERCENT_MIN,PERCENT_MAX,PERCENT_MID,NOTES,OBSERVATION_COUNT,COLLECTION_MODE,SNAPGRID_ROW,SNAPGRID_COLUMN,AREA_TYPE,ACRES,STATUS,SURVEY_YEAR,LEGACY_SEVERITY_CODE,LEGACY_SEVERITY,LEGACY_PATTERN_CODE,LEGACY_PATTERN,LEGACY_TPA,LEGACY_NO_TREES,LEGACY_FOREST_TYPE_CODE,LEGACY_FOREST_TYPE,GRP,OBSERVATION_ID,IDS_DATA_SOURCE,DATA_SOURCE_NAME,US_AREA,SHAPE_Length,SHAPE_Area,X_clim_dat97count,X_clim_dat97sum,X_clim_dat97mean,X_clim_dat97min,X_clim_dat97max,X_clim_dat06mean,X_clim_dat07mean,X_clim_dat08mean,X_clim_dat09mean,X_clim_dat10mean,X_clim_dat11mean,X_clim_dat12mean,X_clim_dat13mean,X_clim_dat14mean,X_clim_dat15mean,X_clim_dat98mean,X_clim_dat16mean,X_clim_dat17mean,X_clim_dat18mean,X_clim_dat19mean,X_clim_dat20mean,X_clim_dat21mean,X_clim_dat22mean,X_clim_dat23mean,X_clim_dat34mean,X_clim_dat99mean,X_clim_dat00mean,X_clim_dat01mean,X_clim_dat02mean,X_clim_dat03mean,X_clim_dat04mean,X_clim_dat05mean,
37,2119,19972002463,,,,,2,,746,quaking aspen,,,80001,aspen defoliation,1,Defoliation,,,,,,75(aspen decline),SINGLE,,,,POLYGON,37.3,1,1997,-1,No Data,-1,No data,-1,-1,910,Aspen,1,21833,87,IDS LEGACY FEATURES,CONUS,1571.639676,150872.7304,0.009287603,6.815466257,733.8240356,733.8240356,733.8240356,604.8330078,640.0250244,656.5500488,724.2530518,764.8130493,789.9790649,513.4793701,798.000061,889.9510498,741.0790405,634.3360596,661.5530396,786.1200562,599.0650024,698.1100464,579.9829102,627.0045776,601.7523804,692.9060059,570.0787964,637.75,629.1060181,538.0310059,484.4250183,714.8080444,695.9910278,660.1550293,
38,2125,19982004910,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,81751,87,IDS LEGACY FEATURES,CONUS,313.5858475,7795.544426,0.000476741,0.285637335,599.1460571,599.1460571,599.1460571,382.6970215,461.9660339,391.5100098,524.06604,453.7110291,513.8780518,325.274292,604.7610474,506.5510254,605.4440308,504.3340149,349.8650208,495.8670349,374.2860107,454.8920288,336.6448975,463.5122986,415.0477905,609.0209961,388.480896,602.0790405,379.8260193,391.9410095,324.1380005,454.9810181,587.4510498,439.0100098,
39,2209,19982004087,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,80928,87,IDS LEGACY FEATURES,CONUS,313.6690553,7800.431972,0.000479859,0.256092528,533.6831486,533.4910278,534.4000244,358.7012255,399.8008616,392.8445175,506.7374477,452.7330501,474.5820042,303.4224701,594.8560678,521.1571076,564.3476005,442.2374713,391.0116943,512.1689624,385.6612662,470.5480885,348.9256128,403.6595173,358.0969359,523.8968164,334.5318665,474.8733666,366.0592053,360.9357539,323.204581,470.6884761,552.0918767,395.1694349,
40,2249,19992005738,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,0.5,1,9000,MIXED CONIFERS,1,172229,87,IDS LEGACY FEATURES,CONUS,320.6409544,8129.68934,0.00049909,0.247801173,496.506012,496.506012,496.506012,369.5600281,376.0000305,347.1710205,490.0760193,440.9030151,472.6370239,286.6112061,576.7390137,499.4640198,539.5710449,414.0240173,386.7270203,508.2160339,360.7840271,435.0570068,343.9029846,395.4701843,358.4806824,472.3129883,333.3824768,456.7850342,357.1520081,352.2740173,314.178009,415.6790161,547.1410522,387.2330322,
41,2269,19982006803,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,18384,SINGLE,,,,POLYGON,461.6,1,1998,-1,No Data,-1,No data,0.11,51,9000,MIXED CONIFERS,1,83666,87,IDS LEGACY FEATURES,CONUS,5674.751223,1869777.971,0.014022783,9.602956399,684.8110352,684.8110352,684.8110352,479.98703,490.4780273,433.4510193,545.03302,530.598999,555.4100342,388.4949036,811.1160278,574.3150024,730.2510376,561.1970215,489.2200317,587.085022,458.5250244,574.2670288,414.0908813,535.8363037,523.9584961,600.9630127,511.6450806,663.5990601,451.9180298,487.2390137,356.1700134,579.5110474,697.802063,495.5210266,
42,2328,19992005526,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46144,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,1,2,9000,MIXED CONIFERS,1,172014,87,IDS LEGACY FEATURES,CONUS,320.5438542,8134.901251,0.00050058,0.267509745,534.4000244,534.4000244,534.4000244,368.7730103,414.7220154,396.6300049,518.9630127,477.4610291,493.5000305,313.1672974,620.598999,535.9970093,570.4990234,446.1160278,421.4100342,531.210022,396.4160156,494.0000305,383.6040039,418.9631042,384.6036987,529.8699951,360.1920776,467.5910339,379.2690125,365.9460144,327.4940186,479.0820313,558.5130005,408.28302,
43,2330,19982004155,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46147,SINGLE,,,,POLYGON,5,1,1998,-1,No Data,-1,No data,1.01,5,9000,MIXED CONIFERS,1,80996,87,IDS LEGACY FEATURES,CONUS,502.4676847,20060.68415,0.001233646,0.697520993,565.4140015,565.4140015,565.4140015,357.0870056,374.8680115,394.730011,512.151001,442.2230225,479.7140198,291.9649963,568.9420166,487.9990234,576.2050171,433.835022,358.7550049,497.0290222,374.9860229,445.0080261,317.5099792,391.9085999,344.5339966,505.7030029,314.586792,517.526001,355.1160278,357.3140259,308.6080017,445.9500122,533.6880493,402.4220276,
44,2342,19982006248,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,83110,87,IDS LEGACY FEATURES,CONUS,313.7757211,7805.472483,0.000474931,0.319359817,672.434021,672.434021,672.434021,549.2230225,530.6710205,481.2650146,577.53302,574.7050171,604.6330566,448.1631775,870.2180176,590.4140015,745.7060547,598.6370239,491.257019,655.2920532,457.7290344,595.3890381,422.447876,571.5629883,564.7183838,573.1380005,511.5439758,686.1570435,476.5810242,492.4490356,384.4900208,588.5420532,690.7910156,517.0240479,
45,2481,19992005710,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,0.5,1,9000,MIXED CONIFERS,1,172201,87,IDS LEGACY FEATURES,CONUS,319.7083852,8104.004983,0.000497456,0.218696444,439.6300354,439.6300354,439.6300354,365.664032,396.6600037,354.6170044,478.3600159,482.0180359,518.3550415,322.8273926,563.1160278,552.5209961,553.4320068,405.1060181,398.9350281,551.2839966,396.03302,462.7140198,361.6678772,431.5406799,390.7927856,448.9630127,378.7328796,395.8280334,382.7620239,337.7220154,329.8280029,463.4430237,467.0930176,383.4560242,
46,2492,19982004384,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46167,SINGLE,,,,POLYGON,24.8,1,1998,-1,No Data,-1,No data,1.01,25,9000,MIXED CONIFERS,1,81225,87,IDS LEGACY FEATURES,CONUS,1124.713355,100610.7276,0.006174321,2.813465438,455.6720276,455.6720276,455.6720276,370.9880066,381.6370239,333.2140198,494.0720215,464.7620239,503.5710144,304.9743958,585.6420288,529.2880249,563.9900513,398.2730103,413.8770142,535.4349976,385.2800293,455.6400146,365.7139893,397.9815979,338.8045959,429.4689941,331.7323914,420.4570313,361.2980042,343.1570129,326.0990295,427.11203,517.4330444,384.059021,
47,2603,19982004359,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46148,SINGLE,,,,POLYGON,17.6,1,1998,-1,No Data,-1,No data,0.34,6,9000,MIXED CONIFERS,1,81200,87,IDS LEGACY FEATURES,CONUS,1039.622106,71251.94938,0.004374144,2.248196042,513.973999,513.973999,513.973999,364.3300171,362.9210205,356.6390076,497.565033,429.6960144,462.9840088,285.2411804,566.7660522,481.1750183,535.6430054,427.3270264,373.3070068,498.7190247,358.5650024,428.8900146,328.7428894,405.7460938,372.2023926,498.1990051,335.177887,483.605011,340.5680237,353.2740173,308.0970154,409.5470276,547.5970459,382.6760254,
48,2639,19992005669,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46147,SINGLE,,,,POLYGON,5.2,1,1999,-1,No Data,-1,No data,0.96,5,9000,MIXED CONIFERS,1,172160,87,IDS LEGACY FEATURES,CONUS,513.1963991,20880.98594,0.001282603,0.637266518,496.8540344,496.8540344,496.8540344,366.2070313,373.0540161,352.9100037,497.6970215,438.5830078,458.6970215,290.3910828,577.1430054,496.0120239,531.9630127,423.1680298,382.8980103,495.9380188,361.632019,434.3760071,336.9538879,394.1333923,351.8711853,483.3519897,337.6028748,459.5520325,353.0020142,352.9460144,315.9440002,408.8250122,558.9990234,383.8260193,
49,2644,19972002779,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46152,SINGLE,,,,POLYGON,15.7,1,1997,-1,No Data,-1,No data,0.64,10,9000,MIXED CONIFERS,1,22147,87,IDS LEGACY FEATURES,CONUS,1079.115821,63631.8562,0.003879009,2.383620035,614.4920044,614.4920044,614.4920044,459.3640137,491.5600281,415.0490112,508.2870178,511.6470337,543.6480103,373.1826782,726.65802,512.5480347,674.2370605,555.5469971,387.0210266,597.0510254,395.3070068,527.5830078,354.190979,530.2119751,519.7745972,553.9069824,407.6723938,639.25,437.9380188,423.8230286,363.5710144,511.7790222,638.5870361,444.3400269,
50,2648,19972002751,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46147,SINGLE,,,,POLYGON,20.7,1,1997,-1,No Data,-1,No data,0.24,5,9000,MIXED CONIFERS,1,22119,87,IDS LEGACY FEATURES,CONUS,1186.702073,83849.26174,0.005113525,3.259274276,637.3830566,637.3830566,637.3830566,489.8430176,514.5530396,436.1910095,529.3780518,535.4390259,573.5150146,404.1308899,770.7000122,545.9980469,663.0320435,579.059021,418.6720276,642.7530518,407.0050049,534.8720093,378.2649841,560.5758057,536.1018677,560.7739868,444.521698,655.3100586,479.1080322,444.7310181,386.8080139,556.9630127,662.15802,468.1530151,
51,2849,19982004421,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46162,SINGLE,,,,POLYGON,438,1,1998,-1,No Data,-1,No data,0.05,22,9000,MIXED CONIFERS,1,81262,87,IDS LEGACY FEATURES,CONUS,6620.073233,1773823.895,0.108837318,54.23761513,498.3365643,494.5190125,499.4680176,428.6413619,432.7935227,404.6659837,541.805842,530.4714229,571.7011952,331.9523181,644.8951353,600.5272912,607.1640337,429.2144949,474.0359607,594.3805779,426.3451899,509.4298504,410.0541865,411.7077231,370.4387385,464.3463474,355.5720727,463.3423238,417.057668,385.2289619,350.2707381,476.7212603,580.1846361,437.3236059,
52,2902,19992007925,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,174436,87,IDS LEGACY FEATURES,CONUS,314.3177085,7845.804787,0.0004766,0.298791488,626.9230347,626.9230347,626.9230347,526.2839966,510.2060242,480.7400208,563.5170288,511.78302,562.5200195,474.8099976,794.1830444,574.3960571,707.4950562,606.7580566,502.4260254,616.4460449,391.3740234,565.0430298,397.5559998,499.4076843,555.2937012,568.3480225,473.9351807,676.8870239,485.0670166,503.7310181,376.0950317,566.3380127,685.2580566,483.7510376,
53,2927,19992005595,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46152,SINGLE,,,,POLYGON,10.3,1,1999,-1,No Data,-1,No data,0.97,10,9000,MIXED CONIFERS,1,172084,87,IDS LEGACY FEATURES,CONUS,724.2183242,41545.07014,0.002554148,1.343905739,526.1660156,526.1660156,526.1660156,387.730011,414.5360107,391.5980225,539.2800293,511.6090393,547.3040161,342.3368835,640.9430542,575.7010498,595.1620483,456.9560242,461.3360291,560.1360474,419.8060303,517.3430176,425.2189026,430.8432007,396.3526001,528.2999878,374.474884,471.4420166,393.757019,379.9100037,345.9110107,485.6600342,556.8450317,437.5840149,
54,2961,19982006895,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,83758,87,IDS LEGACY FEATURES,CONUS,313.7104008,7802.723855,0.000473718,0.29945872,632.1460571,632.1460571,632.1460571,536.3790283,520.1370239,485.881012,550.5150146,506.3930359,552.0599976,459.9953003,774.6240234,564.9050293,701.6020508,590.0550537,481.5120239,618.434021,387.2600098,552.6890259,402.8168945,509.1880798,583.2994995,585.9219971,472.9010925,668.184021,460.8520203,494.4780273,357.1070251,562.7440186,703.4520264,494.57901,
55,3062,19982004218,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,81059,87,IDS LEGACY FEATURES,CONUS,313.6101096,7797.491248,0.000479273,0.23936405,499.4320374,499.4320374,499.4320374,360.6160278,374.6800232,351.7600098,492.6930237,438.1160278,447.7910156,293.8490906,564.7820435,486.8220215,530.2640381,426.710022,374.6160278,477.8770142,350.7800293,432.434021,333.5709839,393.731781,340.9246826,484.0679932,328.6392822,457.2540283,344.4190063,348.6460266,310.4880066,411.960022,559.118042,382.9510193,
56,3124,19992005612,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46162,SINGLE,,,,POLYGON,20.9,1,1999,-1,No Data,-1,No data,0.96,20,9000,MIXED CONIFERS,1,172101,87,IDS LEGACY FEATURES,CONUS,1032.16912,84527.49535,0.005195383,2.656126966,511.2476163,509.2140198,538.6849976,376.5224964,398.7322084,373.1567998,521.0513374,479.6450572,505.0720842,317.6896454,613.3194387,527.7731039,557.4146268,441.7819219,426.2279758,522.2217982,393.2597883,472.4064671,378.5017884,399.752568,361.9975927,498.9970516,363.4797936,460.612036,372.7588714,371.826703,340.3706318,460.1675392,552.9703368,403.4720828,
57,3179,19982004564,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,81405,87,IDS LEGACY FEATURES,CONUS,313.7113849,7801.930089,0.000478141,0.304029264,635.8570557,635.8570557,635.8570557,442.8050232,472.8060303,462.6410217,638.4440308,532.2860107,597.4820557,341.4927979,706.3220215,609.7130127,656.5820313,519.6540527,475.1610107,564.9650269,435.7930298,537.2369995,381.8959045,515.262207,447.3132935,642.5139771,431.5935059,605.4520264,451.2340088,425.2730103,348.3610229,520.4020386,651.0540161,476.1570129,
58,3200,19992005555,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46145,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,1.5,3,9000,MIXED CONIFERS,1,172043,87,IDS LEGACY FEATURES,CONUS,320.392326,8137.130676,0.00050051,0.258511523,516.4960327,516.4960327,516.4960327,363.5690308,399.8720093,371.78302,517.3990479,469.184021,483.9770203,312.8321838,609.5380249,525.2880249,550.2680054,437.0010071,411.6970215,513.092041,382.0080261,476.6960144,378.6178894,397.1434937,360.3047791,506.6300049,346.867981,459.5490112,366.07901,369.9790039,333.3900146,472.2280273,545.0940552,395.4620056,
59,3248,19992005735,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46147,SINGLE,,,,POLYGON,5.1,1,1999,-1,No Data,-1,No data,0.98,5,9000,MIXED CONIFERS,1,172226,87,IDS LEGACY FEATURES,CONUS,513.299055,20880.16407,0.001281792,0.598448132,466.8840332,466.8840332,466.8840332,367.6810303,377.2520142,333.03302,491.2350159,453.7310181,486.7470093,289.184906,590.1760254,518.6390381,550.1150513,400.5400085,400.0290222,518.8460083,370.5150146,444.8280334,356.0718994,391.9631958,347.2812805,447.9970093,332.1282959,432.855011,360.3330078,350.0100098,319.5280151,420.8920288,533.0690308,384.789032,
60,3278,19982004398,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46162,SINGLE,,,,POLYGON,85.1,1,1998,-1,No Data,-1,No data,0.23,20,9000,MIXED CONIFERS,1,81239,87,IDS LEGACY FEATURES,CONUS,2398.480068,344852.5231,0.02116232,9.88034932,466.8840332,466.8840332,466.8840332,367.6810303,377.2520142,333.03302,491.2350159,453.7310181,486.7470093,289.184906,590.1760254,518.6390381,550.1150513,400.5400085,400.0290222,518.8460083,370.5150146,444.8280334,356.0718994,391.9631958,347.2812805,447.9970093,332.1282959,432.855011,360.3330078,350.0100098,319.5280151,420.8920288,533.0690308,384.789032,
61,3295,19972002942,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,6.3,1,1997,-1,No Data,-1,No data,0.16,1,9000,MIXED CONIFERS,1,22313,87,IDS LEGACY FEATURES,CONUS,626.0806407,25378.51478,0.001543429,1.089558738,705.934021,705.934021,705.934021,585.493042,554.3830566,522.9900513,619.0740356,608.0800171,650.1140137,501.4603882,915.4870605,633.4040527,774.5350342,638.6790161,547.1040039,698.0160522,492.98703,641.4660034,460.7219849,582.3465576,584.7615967,596.0880127,528.3734741,725.1550293,526.5740356,535.4820557,413.4320068,632.8980103,733.3370361,565.9620361,
62,3340,19992005503,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46147,SINGLE,,,,POLYGON,5.1,1,1999,-1,No Data,-1,No data,0.98,5,9000,MIXED CONIFERS,1,171991,87,IDS LEGACY FEATURES,CONUS,512.5603015,20830.11288,0.001282322,0.708506081,552.5178778,551.5380249,552.552002,373.5837425,423.3195084,416.6611226,521.4772149,492.900146,493.7127046,304.5809483,610.6443166,535.8629638,587.4348446,448.2283404,431.2462005,541.4795176,415.2933383,501.6495016,380.665105,426.6380055,393.4962444,537.9842367,369.4298972,481.5173404,382.0681272,367.8320606,329.7415154,493.7391316,567.2287538,415.0951119,
63,3342,19992007070,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,173575,87,IDS LEGACY FEATURES,CONUS,314.3506942,7848.763234,0.000478468,0.304967369,637.3830566,637.3830566,637.3830566,489.8430176,514.5530396,436.1910095,529.3780518,535.4390259,573.5150146,404.1308899,770.7000122,545.9980469,663.0320435,579.059021,418.6720276,642.7530518,407.0050049,534.8720093,378.2649841,560.5758057,536.1018677,560.7739868,444.521698,655.3100586,479.1080322,444.7310181,386.8080139,556.9630127,662.15802,468.1530151,
64,3367,19992005656,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,0.5,1,9000,MIXED CONIFERS,1,172147,87,IDS LEGACY FEATURES,CONUS,320.3021904,8118.497899,0.000498747,0.24780424,496.8540344,496.8540344,496.8540344,366.2070313,373.0540161,352.9100037,497.6970215,438.5830078,458.6970215,290.3910828,577.1430054,496.0120239,531.9630127,423.1680298,382.8980103,495.9380188,361.632019,434.3760071,336.9538879,394.1333923,351.8711853,483.3519897,337.6028748,459.5520325,353.0020142,352.9460144,315.9440002,408.8250122,558.9990234,383.8260193,
65,3389,20002005458,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,6,1,2000,-1,No Data,-1,No data,1,6,9000,MIXED CONIFERS,1,257080,87,IDS LEGACY FEATURES,CONUS,552.7824376,24227.82955,0.001487184,0.906341897,609.4350586,609.4350586,609.4350586,372.5110168,377.3900146,390.3450317,534.3840332,440.2180176,508.0400391,279.131897,568.822998,487.1080322,566.4790039,450.2360229,363.0980225,500.3630371,371.8240051,464.5740356,316.697998,422.7663879,393.6033936,557.4520264,347.7379761,567.94104,328.3220215,368.2650146,312.5270081,449.0470276,543.53302,433.3760071,
66,3390,20002005598,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,257221,87,IDS LEGACY FEATURES,CONUS,502.2658794,19997.9444,0.001225466,0.735016309,599.7850342,599.7850342,599.7850342,485.2290344,507.4470215,492.4190369,623.9430542,570.3970337,612.401001,361.4318848,716.9740601,664.8970337,649.0060425,505.7800293,497.0600281,628.3060303,456.4240112,574.0890503,415.8320007,549.3369141,489.3162842,610.0490112,448.702301,576.5620117,486.8080139,421.6650085,366.3120117,510.5360107,652.0690308,475.6600342,
67,3409,19992005713,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,0.5,1,9000,MIXED CONIFERS,1,172204,87,IDS LEGACY FEATURES,CONUS,320.4862076,8143.320217,0.00049998,0.248243044,496.506012,496.506012,496.506012,369.5600281,376.0000305,347.1710205,490.0760193,440.9030151,472.6370239,286.6112061,576.7390137,499.4640198,539.5710449,414.0240173,386.7270203,508.2160339,360.7840271,435.0570068,343.9029846,395.4701843,358.4806824,472.3129883,333.3824768,456.7850342,357.1520081,352.2740173,314.178009,415.6790161,547.1410522,387.2330322,
68,3453,19992006942,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,173447,87,IDS LEGACY FEATURES,CONUS,314.327147,7846.419613,0.000478497,0.300590486,628.1970215,628.1970215,628.1970215,447.4350281,480.6150208,406.9910278,519.9370117,495.4300232,538.2620239,351.4875793,692.7930298,523.8140259,711.5770264,550.5510254,370.6760254,570.0080566,405.9180298,556.1540527,344.7529907,503.4021912,496.1618958,554.3709717,393.7042847,664.6110229,426.178009,426.757019,357.1630249,512.7590332,636.2030029,438.2970276,
69,3474,19992006705,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46147,SINGLE,,,,POLYGON,5,1,1999,-1,No Data,-1,No data,1,5,9000,MIXED CONIFERS,1,173210,87,IDS LEGACY FEATURES,CONUS,502.9723311,20074.68565,0.001225026,0.769394835,628.0640259,628.0640259,628.0640259,466.5730286,503.2350159,417.8280334,519.9750366,511.1340332,554.2880249,375.8771057,731.9350586,532.4720459,686.7800293,560.6230469,385.7660217,610.8060303,396.4300232,553.9820557,357.5079956,544.9456787,542.8294678,573.0079956,412.087677,639.144043,465.6560364,430.585022,373.7960205,515.144043,645.7090454,460.9020081,
70,3478,20002005401,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,65.3,1,2000,-1,No Data,-1,No data,0.61,40,9000,MIXED CONIFERS,1,257023,87,IDS LEGACY FEATURES,CONUS,2089.694718,264452.2293,0.016230872,6.932422244,427.1133555,412.7110291,439.6300354,352.188567,381.4599658,334.118561,465.697804,463.1190954,492.4651918,309.9172118,546.9274487,527.8140613,539.6417809,393.7336423,378.3696224,537.107833,386.646099,446.8727675,340.7677028,419.5691912,373.2360988,430.4718623,363.4348603,387.2213314,363.1270376,323.6304663,318.1431791,444.2023329,450.4064429,364.4208461,
71,3522,20002006529,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,258173,87,IDS LEGACY FEATURES,CONUS,710.6827127,40134.11049,0.002448848,1.538033351,628.0640259,628.0640259,628.0640259,466.5730286,503.2350159,417.8280334,519.9750366,511.1340332,554.2880249,375.8771057,731.9350586,532.4720459,686.7800293,560.6230469,385.7660217,610.8060303,396.4300232,553.9820557,357.5079956,544.9456787,542.8294678,573.0079956,412.087677,639.144043,465.6560364,430.585022,373.7960205,515.144043,645.7090454,460.9020081,
